# ---------------------------------------------------
# Last Update: verified by Valminder August 20, 2006.
# ---------------------------------------------------
#
# Tavern Patrons
# This table is a composed from many sources of the web.
# These are not my descriptions, Just my format to Table Smith.
# If you make any changes or add new descriptions please send me a
# copy of the changes: odell_williams@hotmail.com
#
# Rolls random patrons for an inn or tavern
# Uses the Following Tables:
#	Miscellaneous 	By: Bruce A. Gulke
# This table when combined with Inn table (by me), Inn Events Table and
# Inn Menu Table (By: Bruce A. Gulke) makes a good complete Inn or Tavern.
#
# There are several var. that need to be set up.
#
#
#
# Modified by Valminder, May 2002 / July 2003.
#    I corrected some errors, added some {Plural~[]} functions and some 
#       {AorAn} OR {Cap} where applicable.
#    I changed the START line to put a {Loop~...} function instead.
#    I added a new line (25) to the table ":Tables" linking it to the
#       Rumors table.
#    I also linked this table with a few others:
#       Countries.Land
#       Creatures.Humanoid2 (for common races)
#       Creatures.Familiar
#       Miscellaneous.Color
#       Miscellaneous.Language
#       Miscellaneous.Metal
#       Miscellaneous.Precious Metal
#       Miscellaneous.Other Material
#       Religion.Deities
#       Rumors.Generate
#       Rune Generator.GenRune (from Monte Cook, to generate tatoos or signs)
#
#       :Race ==> [Creatures.Humanoid2]  (for more humanoids) 
#       :Elves Race ==> [Creatures.Elf]
#       All [weapons] subtable ==> [Equipment.Weapons] (to add wpns as we want)
#
#       NOTE: I put this table in the "~Reference" folder because I'll only
#             use it with the "Inn Generator" table.
#
# Modified by Valminder, August 2006.
#    I added Encounters and stuff from "InnEvents1.tab" by odell_williams@hotmail.com.
#    Added more chances for bards to appear in an Inn.
#    Changed "Inn Generator.tab" to call the "Inn Generator" subtable because Lockout~
#       does not work when the table is called from the outside.
#    Added some other kinds of bards, not only musicians, but dancers, buffoouns, etc.
#
#
#VAR  Male        	Female     	 Many
###################################################
#A%=	he			she		they
#B%=	his			her		their
#C%= 	him 			her		them
#D%	s			s
#E%	is			is		are
#F%	has			has		have
#G%	does not		does not	do not
#H%  This is used to get the class of a certain race
#I%   male        	female
#J%	female		male
#K%  Used to generate a random number of tables
#L%  HE                 SHE		They
#####################################################

%A%,0
%B%,0
%C%,0
%D%,0
%E%,0
%F%,0
%G%,0
%H%,0
%I%,0
%J%,0
%K%,0
%L%,0
%Y%,0
%Z%,0
%TAB%,0

:Start
1,|K={Dice~2d4+8}||TAB={Dice~1d%K%}|
_<br><b>There are %K% tables in this establishment, at this time %TAB% are occupied.</b> <br>{Loop~%TAB%,<br>[Tables]}

# This line is for "Inn Generator.tab" because I don't want 2 bards in the same inn, they do not like competition. ;-)
# That's what Lockout~ is for in "Tables" below. 
:Inn Generator
1,{Loop~{Dice~1d3},-{Cap~[Tables]}}

;Tables
# The first 2 lines are for bards (if you modify them, also modify Lockout~ below).
6,[SetSingleVars]{Cap~[Pre Music]} [Post Music]. [Music Descr].<br>{Lockout~Tables,1-10}
# Here are the new kind of bards
4,[SetSingleVars]{Cap~[Pre Music]} [Post Music2]. [Music Descr2].<br>{Lockout~Tables,1-10}
1,[SetSingleVars]{Cap~[Single Unclothed Patron]} [Post Sentence]. {Cap~[Patrons Descr]}.  {Cap~[Weapon or no Weapon]}<br>
1,[SetSingleVars]{Cap~[Pre Sentence]} [Single Unclothed Patron]. {Cap~[Patrons Descr]}. {Cap~[Weapon or no Weapon]}<br>
1,[SetSingleVars]{Cap~[Pre Sentence]} [Single Clothed Patron]. {Cap~[Patrons Descr]}.<br>
1,[SetSingleVars]{Cap~[Single Clothed Patron]} [Post Sentence]. {Cap~[Patrons Descr]}. <br>
1,[SetManyVars]{Cap~[Many Clothed Patron]} [Post Sentence]. {Cap~[Many Patron Descr]}.<br>
1,[SetManyVars]{Cap~[Many Clothed Patron]} [Post Sentence]. {Cap~[Patrons Descr]}.<br>
1,[SetManyVars]{Cap~[Pre Sentence]} [Many Clothed Patron]. {Cap~[Many Patron Descr]}.<br>
1,[SetManyVars]{Cap~[Pre Sentence]} [Many Clothed Patron]. {Cap~[Patrons Descr]}. <br>
1,[SetManyVars]{Cap~[Many Unclothed Patrons]} [Post Sentence]. {Cap~[Many Patron Descr]}. {Cap~[Weapon or no Weapon]}<br>
1,[SetManyVars]{Cap~[Many Unclothed Patrons]} [Post Sentence]. {Cap~[Patrons Descr]}. {Cap~[Weapon or no Weapon]}<br>
1,[SetManyVars]{Cap~[Pre Sentence]} [Many Unclothed Patrons]. {Cap~[Many Patron Descr]}. {Cap~[Weapon or no Weapon]}<br>
