# ---------------------------------------------------
# Last Update: modified by Valminder Dec 30, 2007.
# ---------------------------------------------------
#
# Miscellaneous
#
# Various tables intended for use by other tables
#
# Originally created by Bruce A. Gulke
#
# Improved by Scott B. Barrie
#
# Personality and Traits go together.
# Size A: All sizes.
# Size B: S/M/L
# Size C: S+
# Size D: other than Small/Medium
#
# Modified by Valminder, April 2002.
#    I also added the "Traits" table from Todd Landrum.
# Nov 2003: Added "OccupationsMeanings" and updated the "Occupations"
#           subtable from the "Character Generation 2E" by Robert Maxwell. 
# Jan 2004: slight modifications to "Odor" (added Odor2).
# Oct 2005: Added "Titles.Both"
# Nov 2005: Added some colors and [ColorType] subtable.
# Dec 2005: Added disease.
# Jan 2006: Fixed Multicolor.
# Feb 2006: Added infos from "Color.tab" (about 20 colors and 5 types)
#           Added "ColorType2" ==> dark red, virulent green, crystalline red
#           From Michael's Long "FR_Misc_MatColQual.tab".
#              Added: "Carving Material", "Ceramics", "Clarity", "Fabrics", "Hardness", "Height", "Length", "Weight".
#              Improved: "General Quality", "Wood"
# Dec 2007: Added a lot of "Meaning" for occupations.
#
# COSTUMIZING: Language
# (For your own world, modify the [Language] subtable.
#

%clean%,1
%Meaning%,0
%temp%,0
%Counter%,0

#Disease
%Disease%,0
%Damage%,0
%DmgSpecial%,0
%DC%,0
%Incubation%,0
%Infection%,0

;Start
0,[Alignment]
0,[Alignment2]
0,[Alignment L]
0,[Alignment C]
0,[Alignment G]
0,[Alignment E]
0,[Carving Material]
0,[Ceramics]
0,[Clarity]
0,[Class]
0,[ClassName]
0,[ClassPC]
0,[Class2]
0,[ClassMulti]
0,[ClassMulti2]
0,[ClassSpecialist]
0,[Cleanliness]
0,[Cloth]
0,[Color]
0,[ColorNoType]
0,[ColorType]
0,[ColorType2]
0,[Direction]
0,[DirectionErn]
0,[Disease]
0,[DiseaseExport]
0,[DiseaseFull]
0,[DiseaseGen]
0,[Fabric]
0,[Gender]
0,[General Quality]
0,[Hardness]
0,[Height]
0,[Language]
0,[Language Common]
0,[Language Dialect]
0,[Language Ancient]
0,[Language Old Tongues]
0,[Language Prehistoric]
0,[Length]
0,[Material]
0,[Metal]
0,[Occupations]
0,[OccupationsMeanings]
0,[Odor]
0,[Odor2]
0,[Other Material]
0,[Personality]
0,[Precious Metal]
0,[Prestige]
0,[Quirks]
0,[Rarity]
0,[Reaction]
0,[Ruler]
0,[Shape]
0,[Shop]
0,[Size A]
0,[Size B]
0,[Size C]
0,[Size D]
0,[Sound]
0,[Stone]
0,[Titles]
0,[TitlesBoth]
0,[TitlesFemale]
0,[TitlesMale]
0,[Traits]
0,[Weight]
0,[Wood]

0,[Weapons]
0,[Axe and Hammers]
0,[Bows]
0,[Knives]
0,[Swords]
0,[Misc]

0,[Armors]
0,[Armors Light]
0,[Armors Medium]
0,[Armors Heavy]
0,[Shields]

# -------------------------------------------------------------------

#Equal chance for each
;Alignment
1,Lawful Good
1,Lawful Neutral
1,Lawful Evil
1,Neutral Good
1,Neutral
1,Neutral Evil
1,Chatic Good
1,Chaotic Neutral
1,Chaotic Evil

#Less evil
;Alignment2
2,Lawful Good
4,Lawful Neutral
1,Lawful Evil
4,Neutral Good
4,Neutral
1,Neutral Evil
3,Chatic Good
2,Chaotic Neutral
1,Chaotic Evil

;Alignment L
1,Lawful Good
1,Lawful Neutral
1,Lawful Evil

;Alignment C
1,Chatic Good
1,Chaotic Neutral
1,Chaotic Evil

;Alignment G
1,Lawful Good
1,Neutral Good
1,Chatic Good

;Alignment E
1,Lawful Evil
1,Neutral Evil
1,Chaotic Evil

:Carving Material
1-3,[Wood]
4,pipestone
5,psaedros
6,soapstone
7,asventurine
8,hornbill ivory
9,meerschaum
10-11,obsidian
12,salabra
13-14,onyx
15-16,marble
17,jade
18,amber
19,ivory
20,[Precious Metal]

:Ceramics
1,clay
2,ceramic
3,crystal
4,glass
5,porcelain

;Clarity
1,clear
1,smokey
1,cloudy
1,layered
1,luminous
1,hazy
1,steamy
1,flecked
1,clear

# Equal Chance for any class
;Class
2,adept ([Creatures.Familiar] familiar)
2,aristocrat
2,barbarian
2,bard
1,cleric of [Religion.Evil Gods]
1,cleric of [Religion.Good Gods]
1,cleric of [Religion.Neutral Gods]
2,commoner
2,druid
2,expert
2,fighter
2,monk
2,paladin of [Religion.Good Gods]
2,ranger
2,rogue
2,sorcerer ([Creatures.Familiar] familiar)
2,warrior
2,wizard{If~{Dice~1d100}<40?&nbsp([ClassSpecialist])} ([Creatures.Familiar] familiar)
2,[ClassMulti]

# Equal Chance for any class
# Only the class name
;ClassName
1,adept
1,aristocrat
1,barbarian
1,bard
1,cleric
1,commoner
1,druid
1,expert
1,fighter
1,monk
1,paladin
1,ranger
1,rogue
1,sorcerer
1,warrior
1,wizard

# More chance for a PC class with some NPC class
;ClassPC
1,adept ([Creatures.Familiar] familiar)
1,aristocrat
5,barbarian
5,bard
5,cleric of [Religion.Deities]
1,commoner
5,druid
1,expert
5,fighter
5,monk
5,paladin of [Religion.Good Gods]
5,ranger
5,rogue
5,sorcerer ([Creatures.Familiar] familiar)
1,warrior
5,wizard{If~{Dice~1d100}<40?&nbsp([ClassSpecialist])} ([Creatures.Familiar] familiar)
5,[ClassMulti]

# More chance for a NPC class with some PC class
;Class2
3,adept ([Creatures.Familiar] familiar)
2,aristocrat
1,barbarian
1,bard
1,cleric of [Religion.Deities]
5,commoner
1,druid
5,expert
3,fighter
1,monk
1,paladin of [Religion.Good Gods]
2,ranger
2,rogue
1,sorcerer ([Creatures.Familiar] familiar)
3,warrior
1,wizard{If~{Dice~1d100}<40?&nbsp([ClassSpecialist])} ([Creatures.Familiar] familiar)
1,[ClassMulti]

;ClassMulti
9,[ClassMulti2] / [ClassMulti2]
