# Formal Names
#
# Use for full, grandiose names...
#
# Certain portions from the world of Mythosa
# (http://www.mythosa.net)
#
# Copyright 1998 Bruce A. Gulke
#

:Start
1,[Fantasy Names.Start] of [Place]
2,[Fantasy Names.Start] [Fantasy Names.Start] the [Adjective]
3,[Fantasy Names.Start] the [Adjective]
4,[Fantasy Names.Start] [Fantasy Names.Start]
5,[Fantasy Names.Start]

:Adjective
1,Grey
2,Red
3,Blue
4,White
5,I
6,II
7,III
8,IV
9,Younger
10,Elder
11,Magnificent
12,Pious
13,Vile
14,Learned
15,Holy
16,Unholy
17,Great
18,Unwashed
19,Mad
20,Humble

:Place
1,Ilmara
2,Ulthia
3,Yar
4,Damaristan
5,the Wood
6,the Desert
7,the Hills
8,Zeldora
9,Rhijad
10,Gothmoor
11,Aelorea
12,Spÿre
13,Stalis
14,Talîsmarr
15,Shesada
16,Záyírà
17,Ashford
18,Carsìr
19,Maràmyth
20,Kyràthé
